iter	RMSE
0	0.4164419628
1	0.394388096
2	0.373852938
3	0.3545935694
4	0.3358369105
5	0.318032691
6	0.3012325379
7	0.2856289739
8	0.2705345199
9	0.2562619852
10	0.242868649
11	0.2303950979
12	0.2182114615
13	0.2070183562
14	0.1961560289
15	0.1858996939
16	0.176191594
17	0.1670402984
18	0.1582131095
19	0.1499714558
20	0.1421947272
21	0.1347580584
22	0.1276955219
23	0.1209249714
24	0.1146330684
25	0.1085621855
26	0.1028420193
27	0.09736077825
28	0.09232019803
29	0.0874513309
30	0.08282413475
31	0.0785867568
32	0.07453823117
33	0.07057397707
34	0.06680698171
35	0.06340101605
36	0.06002441071
37	0.05692743345
38	0.05403187546
39	0.05122762363
40	0.04858841629
41	0.04608301527
42	0.04364267501
43	0.04138467717
44	0.03925455132
45	0.03723112341
46	0.03531889577
47	0.0335203505
48	0.0317871114
49	0.03016315831
50	0.02862054187
51	0.02715795924
52	0.02577663092
53	0.02446592682
54	0.0232353842
55	0.02206969916
56	0.02097151679
57	0.01990548617
58	0.0189083077
59	0.01796713759
60	0.01709867368
61	0.01626190561
62	0.01547058472
63	0.01471497215
64	0.01401910877
65	0.01334593342
66	0.01272183793
67	0.01211860673
68	0.01153372625
69	0.01098594398
70	0.01048111794
71	0.0100022936
72	0.009541997992
73	0.009110994781
74	0.008717061844
75	0.008332965176
76	0.007971280176
77	0.007638373981
78	0.007325668767
79	0.007028534069
80	0.00674282886
81	0.00647236086
82	0.006220883691
83	0.0059836318
84	0.005761441076
85	0.005547724049
86	0.005353716288
87	0.005174326239
88	0.004996365583
89	0.004829940337
90	0.004674510163
91	0.004530259087
92	0.004394498275
93	0.004261846301
94	0.004150299271
95	0.004040574831
96	0.003934547536
97	0.003839230353
98	0.00373954596
99	0.003650049301
100	0.00356660628
101	0.003486708218
102	0.003412921357
103	0.003348667011
104	0.003281780536
105	0.00321944305
106	0.003160114784
107	0.003101756369
108	0.003053587729
109	0.003005304272
110	0.002953230535
111	0.002910238473
112	0.002865011315
113	0.002822585383
114	0.002788760265
115	0.002751282422
116	0.002712915229
117	0.002680011733
118	0.002654989757
119	0.002627726658
120	0.002596416316
121	0.002572605647
122	0.002545534123
123	0.002515473074
124	0.002494923751
125	0.002474679926
126	0.002446887952
127	0.002421925784
128	0.002398038251
129	0.002379640874
130	0.002361508165
131	0.002343771219
132	0.002323725135
133	0.002307005321
134	0.002299399787
135	0.002284022034
136	0.002274608657
137	0.002260571164
138	0.002248782964
139	0.002235428056
140	0.002229646368
141	0.002222637519
142	0.002204287364
143	0.00219145198
144	0.002178457803
145	0.002172984322
146	0.00216280499
147	0.002154169669
148	0.002148113718
149	0.002140139899
150	0.002126237923
151	0.002122809746
152	0.00211460757
153	0.002107259063
154	0.00209618748
155	0.002090885711
156	0.00208559273
157	0.002079220379
158	0.002066957112
159	0.002062470408
160	0.002058617325
161	0.002050579294
162	0.002046496176
163	0.00203504653
164	0.002030341011
165	0.002025064104
166	0.002017797091
167	0.002006724767
168	0.002001694708
169	0.001997750332
170	0.001990854207
171	0.001987938768
172	0.001982307941
173	0.001977779404
174	0.001973827456
175	0.00197053339
176	0.001960620582
177	0.001951964878
178	0.001946888114
179	0.001943335239
180	0.001939331423
181	0.001934341697
182	0.001926725267
183	0.001921405803
184	0.001916365024
185	0.001905395573
186	0.001896856661
187	0.001890598779
188	0.001882691717
189	0.001879329237
190	0.001873764283
191	0.001865649973
192	0.001857155547
193	0.001848362107
194	0.001845043645
195	0.001839102475
196	0.001835981834
197	0.001831522168
198	0.00182287436
199	0.001816105161
200	0.001809554102
201	0.001806457974
202	0.001801810771
203	0.001798121107
204	0.001795064253
205	0.001790728386
206	0.001784564287
207	0.001779775892
208	0.001776959425
209	0.001771863662
210	0.001769113383
211	0.001766145358
212	0.001761967753
213	0.001758716851
214	0.001751523464
215	0.001747609383
216	0.001741905139
217	0.001735019312
218	0.001731177057
219	0.001725743146
220	0.001723178332
221	0.001718750075
222	0.001713218697
223	0.001708261212
224	0.00170123082
225	0.001697845587
226	0.001694221372
227	0.00168628736
228	0.001681575714
229	0.001674131461
230	0.001671521529
231	0.001662766845
232	0.001658287893
233	0.001653873696
234	0.001650817963
235	0.001648434521
236	0.001636923374
237	0.001629883196
238	0.001625136821
239	0.001621551868
240	0.00161922709
241	0.001613327783
242	0.00160565147
243	0.001602466631
244	0.001599008152
245	0.001592857367
246	0.001589604605
247	0.001585493988
248	0.001583445318
249	0.001581309181
250	0.001575322206
251	0.001571450082
252	0.001566053655
253	0.001560939772
254	0.001558042258
255	0.001554637851
256	0.001550852519
257	0.0015460141
258	0.001544108086
259	0.001542993572
260	0.001538804449
261	0.001535156188
262	0.001529884365
263	0.001526091309
264	0.001522677173
265	0.001518987357
266	0.001515814466
267	0.001513567933
268	0.001508874758
269	0.001503229214
270	0.001501925639
271	0.001497957619
272	0.001493964498
273	0.001489407468
274	0.001484270011
275	0.001480317131
276	0.001478669501
277	0.001474236265
278	0.001471056233
279	0.00146885684
280	0.001464182542
281	0.001461758207
282	0.001458779854
283	0.001456358974
284	0.001454001502
285	0.001451075901
286	0.001448344832
287	0.001444471592
288	0.001438994819
289	0.001436481058
290	0.00143222612
291	0.001430140981
292	0.001426743894
293	0.001425278677
294	0.001422946264
295	0.001419926436
296	0.001414617841
297	0.00141320559
298	0.001411081521
299	0.001408789322
300	0.001405963878
301	0.001404872185
302	0.001400043448
303	0.00139615977
304	0.001395360093
305	0.001389968456
306	0.00138623915
307	0.001381332574
308	0.001374810728
309	0.00137161915
310	0.001369774602
311	0.001369152568
312	0.001368438433
313	0.001363685906
314	0.001361241466
315	0.001358980093
316	0.001351049091
317	0.00134716098
318	0.001344574984
319	0.001343843795
320	0.00133950472
321	0.001336478297
322	0.001330593599
323	0.001327528342
324	0.001325399764
325	0.001323274305
326	0.001322583444
327	0.001321180915
328	0.001319097673
329	0.001315093053
330	0.001311021897
331	0.001309515666
332	0.001307119694
333	0.001305240884
334	0.001304368333
335	0.001303352836
336	0.001302362434
337	0.001300365315
338	0.001298301187
339	0.001295775045
